fig_num,name,inventory_id,set_num,set_name,year,parent_id,parent_theme,theme_id,theme
fig-006062,"Ron Weasley, Yellow Skin, Blue Sweater",14091,4708-1,Hogwarts Express,2001,246,Harry Potter,246,Harry Potter
fig-006062,"Ron Weasley, Yellow Skin, Blue Sweater",16318,4728-1,Escape from Privet Drive,2002,246,Harry Potter,246,Harry Potter
fig-006063,"Harry Potter, Yellow Skin, Red Shirt",16318,4728-1,Escape from Privet Drive,2002,246,Harry Potter,246,Harry Potter
fig-006064,"Vernon Dursley, Yellow Skin",10888,HPG02-1,Harry Potter Gallery 2,2002,246,Harry Potter,246,Harry Potter
fig-006064,"Vernon Dursley, Yellow Skin",16318,4728-1,Escape from Privet Drive,2002,246,Harry Potter,246,Harry Potter
fig-006065,"Harry Potter, Yellow Skin, Dark Blue Jacket with Zipper",9358,4727-1,Aragog in the Dark Forest,2002,246,Harry Potter,246,Harry Potter
fig-006066,"Ron Weasley, Yellow Skin, Plaid Sweater",9358,4727-1,Aragog in the Dark Forest,2002,246,Harry Potter,246,Harry Potter
fig-006067,"Madame Hooch, Yellow Skin",11255,HPG01-1,Harry Potter Gallery 1,2002,246,Harry Potter,246,Harry Potter
fig-006067,"Madame Hooch, Yellow Skin",12502,4726-1,Quidditch Practice,2002,246,Harry Potter,246,Harry Potter
fig-006068,"Harry Potter, Yellow Skin, Dark Red Gryffindor Quidditch Uniform",12502,4726-1,Quidditch Practice,2002,246,Harry Potter,246,Harry Potter
fig-006069,"Draco Malfoy, Yellow Skin, Green Slytherin Quidditch Uniform",12502,4726-1,Quidditch Practice,2002,246,Harry Potter,246,Harry Potter
fig-006070,"Harry Potter, Yellow Skin, Sand Green Sweater",15359,4720-1,Knockturn Alley,2003,246,Harry Potter,246,Harry Potter
fig-006071,"Lucius Malfoy, Yellow Skin, Black Suit",15359,4720-1,Knockturn Alley,2003,246,Harry Potter,246,Harry Potter
fig-006072,"Goblin, Dark Red Jacket",16249,4714-1,Gringott's Bank,2002,246,Harry Potter,246,Harry Potter
fig-006073,"Goblin, Black Jacket",16249,4714-1,Gringott's Bank,2002,246,Harry Potter,246,Harry Potter
fig-006074,Troll (Harry Potter) (Big Fig),14786,4712-1,Troll on the Loose,2002,246,Harry Potter,246,Harry Potter
fig-006075,"Rubeus Hagrid, Dark Brown Overcoat",4924,4738-1,Hagrid's Hut,2010,246,Harry Potter,246,Harry Potter
fig-006075,"Rubeus Hagrid, Dark Brown Overcoat",12151,4865-1,The Forbidden Forest,2011,246,Harry Potter,246,Harry Potter
fig-006075,"Rubeus Hagrid, Dark Brown Overcoat",14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006075,"Rubeus Hagrid, Dark Brown Overcoat",43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006075,"Rubeus Hagrid, Dark Brown Overcoat",117522,4865-1,The Forbidden Forest,2011,246,Harry Potter,246,Harry Potter
fig-006076,"Hermione Granger, Gryffindor Sweater with Crest",4924,4738-1,Hagrid's Hut,2010,246,Harry Potter,246,Harry Potter
fig-006076,"Hermione Granger, Gryffindor Sweater with Crest",5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006076,"Hermione Granger, Gryffindor Sweater with Crest",26543,852982-1,Harry Potter Magnet Set,2010,501,Gear,501,Gear
fig-006077,"Ron Weasley, Gryffindor Sweater with Crest",4924,4738-1,Hagrid's Hut,2010,246,Harry Potter,246,Harry Potter
fig-006078,"Madame Hooch, Dark Bluish Gray Hands",3822,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006078,"Madame Hooch, Dark Bluish Gray Hands",38962,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006079,"Marcus Flint, Dark Green, Dark Bluish Gray, and White Slytherin Quidditch Uniform - 3626c Head",38962,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006080,"Draco Malfoy, Dark Green and White Slytherin Quidditch Uniform",3822,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006080,"Draco Malfoy, Dark Green and White Slytherin Quidditch Uniform",38962,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006081,"Harry Potter, Dark Red, Yellow, and White Gryffindor Quidditch Uniform",3822,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006081,"Harry Potter, Dark Red, Yellow, and White Gryffindor Quidditch Uniform",26543,852982-1,Harry Potter Magnet Set,2010,501,Gear,501,Gear
fig-006081,"Harry Potter, Dark Red, Yellow, and White Gryffindor Quidditch Uniform",38962,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006082,"Oliver Wood, Dark Red, Yellow, and White Gryffindor Quidditch Uniform",3822,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006082,"Oliver Wood, Dark Red, Yellow, and White Gryffindor Quidditch Uniform",38962,4737-1,Quidditch Match,2010,246,Harry Potter,246,Harry Potter
fig-006083,"Dobby, Tan Vest",16007,4736-1,Freeing Dobby,2010,246,Harry Potter,246,Harry Potter
fig-006084,"Lucius Malfoy, Black Robes and Cape, Death Eater Mask",511,4867-1,Hogwarts,2011,246,Harry Potter,246,Harry Potter
fig-006084,"Lucius Malfoy, Black Robes and Cape, Death Eater Mask",14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006084,"Lucius Malfoy, Black Robes and Cape, Death Eater Mask",16007,4736-1,Freeing Dobby,2010,246,Harry Potter,246,Harry Potter
fig-006084,"Lucius Malfoy, Black Robes and Cape, Death Eater Mask",43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006085,"Gregory Goyle / Harry Potter, Yellow Skin, Slytherin Sweater with Crest, Cape with Stars",879,4735-1,Slytherin,2002,246,Harry Potter,246,Harry Potter
fig-006085,"Gregory Goyle / Harry Potter, Yellow Skin, Slytherin Sweater with Crest, Cape with Stars",10952,HPG04-1,Harry Potter Gallery 4,2002,246,Harry Potter,246,Harry Potter
fig-006086,"Vincent Crabbe / Ron Weasley, Yellow Skin, Slytherin Sweater with Crest, Cape with Stars",879,4735-1,Slytherin,2002,246,Harry Potter,246,Harry Potter
fig-006086,"Vincent Crabbe / Ron Weasley, Yellow Skin, Slytherin Sweater with Crest, Cape with Stars",10888,HPG02-1,Harry Potter Gallery 2,2002,246,Harry Potter,246,Harry Potter
fig-006087,"Professor Gilderoy Lockhart, Green Outfit",5157,4733-1,The Dueling Club,2002,246,Harry Potter,246,Harry Potter
fig-006087,"Professor Gilderoy Lockhart, Green Outfit",11255,HPG01-1,Harry Potter Gallery 1,2002,246,Harry Potter,246,Harry Potter
fig-006088,"Dobby, Sand Green Vest, Unprinted Head",10952,HPG04-1,Harry Potter Gallery 4,2002,246,Harry Potter,246,Harry Potter
fig-006088,"Dobby, Sand Green Vest, Unprinted Head",13589,4731-1,Dobby's Release,2002,246,Harry Potter,246,Harry Potter
fig-006089,"Lucius Malfoy, Yellow Skin, Dark Bluish Gray Suit",11255,HPG01-1,Harry Potter Gallery 1,2002,246,Harry Potter,246,Harry Potter
fig-006089,"Lucius Malfoy, Yellow Skin, Dark Bluish Gray Suit",13589,4731-1,Dobby's Release,2002,246,Harry Potter,246,Harry Potter
fig-006090,"Professor Gilderoy Lockhart, Sand Red Outfit",13300,4730-1,Chamber of Secrets,2002,246,Harry Potter,246,Harry Potter
fig-006091,"Ginny Weasley, Yellow Skin, Gryffindor Sweater with Crest, Cape with Stars",8717,HPG03-1,Harry Potter Gallery 3,2002,246,Harry Potter,246,Harry Potter
fig-006091,"Ginny Weasley, Yellow Skin, Gryffindor Sweater with Crest, Cape with Stars",13300,4730-1,Chamber of Secrets,2002,246,Harry Potter,246,Harry Potter
fig-006092,"Tom Riddle, Yellow Skin, Slytherin Sweater with Crest, Cape",10952,HPG04-1,Harry Potter Gallery 4,2002,246,Harry Potter,246,Harry Potter
fig-006092,"Tom Riddle, Yellow Skin, Slytherin Sweater with Crest, Cape",13300,4730-1,Chamber of Secrets,2002,246,Harry Potter,246,Harry Potter
fig-006093,"Professor Minerva McGonagall, Yellow Skin, Green Robes, Hat, Cape",9806,4729-1,Dumbledore's Office,2002,246,Harry Potter,246,Harry Potter
fig-006093,"Professor Minerva McGonagall, Yellow Skin, Green Robes, Hat, Cape",10952,HPG04-1,Harry Potter Gallery 4,2002,246,Harry Potter,246,Harry Potter
fig-006094,"Stan Shunpike, Dark Purple Tie",1428,4755-1,Knight Bus,2004,246,Harry Potter,246,Harry Potter
fig-006095,"Harry Potter, Open Blue Jacket",1428,4755-1,Knight Bus,2004,246,Harry Potter,246,Harry Potter
fig-006096,"Professor Snape Boggart, Black Hair",14378,4752-1,Professor Lupin's Classroom,2004,246,Harry Potter,246,Harry Potter
fig-006097,"Neville Longbottom, Gryffindor Sweater, Cape",14378,4752-1,Professor Lupin's Classroom,2004,246,Harry Potter,246,Harry Potter
fig-006098,"Remus Lupin, Dark Green Suit",332,4758-1,Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006098,"Remus Lupin, Dark Green Suit",10570,10132-1,Motorized Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006098,"Remus Lupin, Dark Green Suit",14378,4752-1,Professor Lupin's Classroom,2004,246,Harry Potter,246,Harry Potter
fig-006098,"Remus Lupin, Dark Green Suit",73744,4758-1,Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006099,"Harry Potter, Gryffindor Sweater, Violet Cape",9939,4751-1,Harry and the Marauder's Map,2004,246,Harry Potter,246,Harry Potter
fig-006100,Hogwarts Statue,9939,4751-1,Harry and the Marauder's Map,2004,246,Harry Potter,246,Harry Potter
fig-006101,"Professor Severus Snape, Glow in the Dark Head, Long Purple Robes with Black Buttons, Cape",9939,4751-1,Harry and the Marauder's Map,2004,246,Harry Potter,246,Harry Potter
fig-006102,"Draco Malfoy, Slytherin Sweater, Cape",14144,4750-1,Draco's Encounter with Buckbeak,2004,246,Harry Potter,246,Harry Potter
fig-006103,Viktor Krum with Shark Head,15550,4762-1,Rescue from the Merpeople,2005,246,Harry Potter,246,Harry Potter
fig-006104,"Harry Potter, Tournament Uniform Red Diving Outfit with Hogwarts Crest",15550,4762-1,Rescue from the Merpeople,2005,246,Harry Potter,246,Harry Potter
fig-006105,"Hermione Granger, Gryffindor Sweater, Mid-Length Hair",56,4768-2,The Durmstrang Ship (with Bonus Minifigures),2005,246,Harry Potter,246,Harry Potter
fig-006105,"Hermione Granger, Gryffindor Sweater, Mid-Length Hair",15550,4762-1,Rescue from the Merpeople,2005,246,Harry Potter,246,Harry Potter
fig-006106,Merman with Dark Red Hair,15550,4762-1,Rescue from the Merpeople,2005,246,Harry Potter,246,Harry Potter
fig-006107,"Ron Weasley, Gryffindor Sweater",56,4768-2,The Durmstrang Ship (with Bonus Minifigures),2005,246,Harry Potter,246,Harry Potter
fig-006107,"Ron Weasley, Gryffindor Sweater",15550,4762-1,Rescue from the Merpeople,2005,246,Harry Potter,246,Harry Potter
fig-006107,"Ron Weasley, Gryffindor Sweater",16421,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006107,"Ron Weasley, Gryffindor Sweater",33025,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006108,"Harry Potter, Open Dark Bluish Gray Jacket over Dark Red Shirt, Dark Blue Legs",332,4758-1,Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006108,"Harry Potter, Open Dark Bluish Gray Jacket over Dark Red Shirt, Dark Blue Legs",10570,10132-1,Motorized Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006108,"Harry Potter, Open Dark Bluish Gray Jacket over Dark Red Shirt, Dark Blue Legs",73744,4758-1,Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006109,"Ron Weasley, Open Reddish Brown Jacket over Striped Shirt",332,4758-1,Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006109,"Ron Weasley, Open Reddish Brown Jacket over Striped Shirt",10570,10132-1,Motorized Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006109,"Ron Weasley, Open Reddish Brown Jacket over Striped Shirt",73744,4758-1,Hogwarts Express,2004,246,Harry Potter,246,Harry Potter
fig-006110,"Professor Sybill Trelawney, Blue Robe, Light Purple Hat",2430,4757-1,Hogwarts Castle,2004,246,Harry Potter,246,Harry Potter
fig-006111,"Draco Malfoy, Green Slytherin Quidditch Uniform",2430,4757-1,Hogwarts Castle,2004,246,Harry Potter,246,Harry Potter
fig-006112,"Albus Dumbledore, Light Purple Robes",2430,4757-1,Hogwarts Castle,2004,246,Harry Potter,246,Harry Potter
fig-006113,"Harry Potter, Gryffindor Sweater, Low Arms on Glasses",2430,4757-1,Hogwarts Castle,2004,246,Harry Potter,246,Harry Potter
fig-006114,"Ron Weasley, Gryffindor Sweater (Single Sided Head)",2430,4757-1,Hogwarts Castle,2004,246,Harry Potter,246,Harry Potter
fig-006115,"Hermione Granger, Gryffindor Sweater with Time Turner",2430,4757-1,Hogwarts Castle,2004,246,Harry Potter,246,Harry Potter
fig-006116,"Remus Lupin, Dark Green Suit, Wolf Head",5245,4756-1,Shrieking Shack,2004,246,Harry Potter,246,Harry Potter
fig-006117,"Peter Pettigrew, Light Bluish Gray Suit, Printed Hair",5245,4756-1,Shrieking Shack,2004,246,Harry Potter,246,Harry Potter
fig-006118,"Harry Potter, Open Dark Bluish Gray Jacket over Dark Red Shirt, Dark Tan Legs",5245,4756-1,Shrieking Shack,2004,246,Harry Potter,246,Harry Potter
fig-006119,"Albus Dumbledore, Sand Blue Outfit",5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006119,"Albus Dumbledore, Sand Blue Outfit",26543,852982-1,Harry Potter Magnet Set,2010,501,Gear,501,Gear
fig-006120,Argus Filch,5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006121,Hogwarts Knight Statue,5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006122,"Dementor, Dark Bluish Gray",511,4867-1,Hogwarts,2011,246,Harry Potter,246,Harry Potter
fig-006122,"Dementor, Dark Bluish Gray",5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006123,"Professor Filius Flitwick, Black Suit with Printed Bow Tie",5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006124,"Voldemort, Black Cape (3626b Head)",5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006124,"Voldemort, Black Cape (3626b Head)",12151,4865-1,The Forbidden Forest,2011,246,Harry Potter,246,Harry Potter
fig-006124,"Voldemort, Black Cape (3626b Head)",117522,4865-1,The Forbidden Forest,2011,246,Harry Potter,246,Harry Potter
fig-006125,"Professor Minerva McGonagall, Dark Green Robes, Hat, Cape",5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006126,"Professor Severus Snape, Black Vest, Cape",5465,4842-1,Hogwarts Castle,2010,246,Harry Potter,246,Harry Potter
fig-006126,"Professor Severus Snape, Black Vest, Cape",26542,852983-1,Harry Potter Magnet Set,2010,501,Gear,501,Gear
fig-006127,Narcissa Malfoy,12151,4865-1,The Forbidden Forest,2011,246,Harry Potter,246,Harry Potter
fig-006127,Narcissa Malfoy,117522,4865-1,The Forbidden Forest,2011,246,Harry Potter,246,Harry Potter
fig-006128,"Stan Shunpike, Reddish Brown Shoulder Strap",10062,4866-1,The Knight Bus,2011,246,Harry Potter,246,Harry Potter
fig-006129,Ernie Prang,10062,4866-1,The Knight Bus,2011,246,Harry Potter,246,Harry Potter
fig-006130,"Harry Potter, Open Dark Blue Jacket over White Shirt, Black Legs",10062,4866-1,The Knight Bus,2011,246,Harry Potter,246,Harry Potter
fig-006130,"Harry Potter, Open Dark Blue Jacket over White Shirt, Black Legs",14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006130,"Harry Potter, Open Dark Blue Jacket over White Shirt, Black Legs",15407,4840-1,The Burrow,2010,246,Harry Potter,246,Harry Potter
fig-006130,"Harry Potter, Open Dark Blue Jacket over White Shirt, Black Legs",43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006131,"Luna Lovegood, Dark Pink Jacket, Printed Skirt, Ponytail",5345,4841-1,Hogwarts Express,2010,246,Harry Potter,246,Harry Potter
fig-006132,"Ron Weasley, Red Tartan Sweater Vest, Black Legs",5345,4841-1,Hogwarts Express,2010,246,Harry Potter,246,Harry Potter
fig-006133,"Draco Malfoy, Slytherin Sweater with Crest",5345,4841-1,Hogwarts Express,2010,246,Harry Potter,246,Harry Potter
fig-006133,"Draco Malfoy, Slytherin Sweater with Crest",26542,852983-1,Harry Potter Magnet Set,2010,501,Gear,501,Gear
fig-006134,"Ginny Weasley, Gryffindor Sweater with Crest",5345,4841-1,Hogwarts Express,2010,246,Harry Potter,246,Harry Potter
fig-006135,"Arthur Weasley, Open Sand Green Jacket",15407,4840-1,The Burrow,2010,246,Harry Potter,246,Harry Potter
fig-006136,Molly Weasley in Apron with Pocket,15407,4840-1,The Burrow,2010,246,Harry Potter,246,Harry Potter
fig-006137,"Bellatrix Lestrange, Long Black Hair over Shoulder, Black Dress",15407,4840-1,The Burrow,2010,246,Harry Potter,246,Harry Potter
fig-006138,Fenrir Greyback,14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006138,Fenrir Greyback,15407,4840-1,The Burrow,2010,246,Harry Potter,246,Harry Potter
fig-006138,Fenrir Greyback,43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006139,"Ginny Weasley, Light Bluish Gray Sweater with Zipper",15407,4840-1,The Burrow,2010,246,Harry Potter,246,Harry Potter
fig-006140,"Harry Potter, Tournament Uniform Red and Black with Hogwarts Crest",56,4768-2,The Durmstrang Ship (with Bonus Minifigures),2005,246,Harry Potter,246,Harry Potter
fig-006140,"Harry Potter, Tournament Uniform Red and Black with Hogwarts Crest",6851,4766-1,Graveyard Duel,2005,246,Harry Potter,246,Harry Potter
fig-006141,"Albus Dumbledore, Sand Blue Outfit with Braid Clasps",56,4768-2,The Durmstrang Ship (with Bonus Minifigures),2005,246,Harry Potter,246,Harry Potter
fig-006141,"Albus Dumbledore, Sand Blue Outfit with Braid Clasps",14624,4767-1,Harry and the Hungarian Horntail,2005,246,Harry Potter,246,Harry Potter
fig-006141,"Albus Dumbledore, Sand Blue Outfit with Braid Clasps",16421,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006141,"Albus Dumbledore, Sand Blue Outfit with Braid Clasps",33025,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006142,Viktor Krum with Black Hat,56,4768-2,The Durmstrang Ship (with Bonus Minifigures),2005,246,Harry Potter,246,Harry Potter
fig-006142,Viktor Krum with Black Hat,15432,4768-1,The Durmstrang Ship,2005,246,Harry Potter,246,Harry Potter
fig-006142,Viktor Krum with Black Hat,97139,4768-1,The Durmstrang Ship,2005,246,Harry Potter,246,Harry Potter
fig-006143,Professor Igor Karkaroff,56,4768-2,The Durmstrang Ship (with Bonus Minifigures),2005,246,Harry Potter,246,Harry Potter
fig-006143,Professor Igor Karkaroff,15432,4768-1,The Durmstrang Ship,2005,246,Harry Potter,246,Harry Potter
fig-006143,Professor Igor Karkaroff,97139,4768-1,The Durmstrang Ship,2005,246,Harry Potter,246,Harry Potter
fig-006144,"Harry Potter, Tournament Uniform Tattered Black Jacket with Hogwarts Crest",14624,4767-1,Harry and the Hungarian Horntail,2005,246,Harry Potter,246,Harry Potter
fig-006145,"Alastor Mad-Eye Moody, Pearl Light Gray Peg Leg",14624,4767-1,Harry and the Hungarian Horntail,2005,246,Harry Potter,246,Harry Potter
fig-006146,"Skeleton, Evil Face, Black and Sand Green",6851,4766-1,Graveyard Duel,2005,246,Harry Potter,246,Harry Potter
fig-006147,"Skeleton, Evil Face, Black",6851,4766-1,Graveyard Duel,2005,246,Harry Potter,246,Harry Potter
fig-006148,"Peter Pettigrew, Light Bluish Gray Suit, Dark Orange Hair",6851,4766-1,Graveyard Duel,2005,246,Harry Potter,246,Harry Potter
fig-006149,"Voldemort, Glow in the Dark Head, Poncho Cape",6851,4766-1,Graveyard Duel,2005,246,Harry Potter,246,Harry Potter
fig-006150,"Death Eater, Poncho Cape, Long Tan Hair",6851,4766-1,Graveyard Duel,2005,246,Harry Potter,246,Harry Potter
fig-006151,"Professor Severus Snape, Dark Purple Vest, Cape",16421,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006151,"Professor Severus Snape, Dark Purple Vest, Cape",33025,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006152,"Professor Dolores Umbridge, Dark Pink Outfit",16421,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006152,"Professor Dolores Umbridge, Dark Pink Outfit",33025,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006153,"Death Eater, Black Hood and Cape",16421,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006153,"Death Eater, Black Hood and Cape",33025,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006154,"Draco Malfoy, Slytherin Sweater",16421,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006154,"Draco Malfoy, Slytherin Sweater",33025,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006155,"Harry Potter, Gryffindor Sweater, High Arms on Glasses",16421,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006155,"Harry Potter, Gryffindor Sweater, High Arms on Glasses",33025,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006156,"Hermione Granger, Gryffindor Sweater, Mid-Length Hair with Braid",16421,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006156,"Hermione Granger, Gryffindor Sweater, Mid-Length Hair with Braid",33025,5378-1,Hogwarts Castle,2007,246,Harry Potter,246,Harry Potter
fig-006157,"Remus Lupin, Dark Tan Suit, Dark Orange Hair",511,4867-1,Hogwarts,2011,246,Harry Potter,246,Harry Potter
fig-006159,"Gregory Goyle, Slytherin Sweater with Crest",511,4867-1,Hogwarts,2011,246,Harry Potter,246,Harry Potter
fig-006160,"Neville Longbottom, Dark Bluish Gray Sweater",511,4867-1,Hogwarts,2011,246,Harry Potter,246,Harry Potter
fig-006161,Professor Pomona Sprout in Dark Tan Robes,511,4867-1,Hogwarts,2011,246,Harry Potter,246,Harry Potter
fig-006162,"Ron Weasley, Red Tartan Sweater Vest, Reddish Brown Legs",14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006162,"Ron Weasley, Red Tartan Sweater Vest, Reddish Brown Legs",43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006163,Fred / George Weasley in Dark Orange Suit,14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006163,Fred / George Weasley in Dark Orange Suit,43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006164,Garrick Ollivander,14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006164,Garrick Ollivander,43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006165,"Goblin, Black Jacket and Light Bluish Gray Legs",14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006165,"Goblin, Black Jacket and Light Bluish Gray Legs",43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006166,"Goblin, Black Jacket and Reddish Brown Legs",14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006166,"Goblin, Black Jacket and Reddish Brown Legs",43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006167,"Hermione Granger, Light Bluish Gray Sweater with Zipper",14029,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006167,"Hermione Granger, Light Bluish Gray Sweater with Zipper",43287,10217-1,Diagon Alley,2011,246,Harry Potter,246,Harry Potter
fig-006168,"Viktor Krum, Reddish Brown Jacket Over Shirt with Durmstrang Crest",35065,75946-1,Hungarian Horntail Triwizard Challenge,2019,246,Harry Potter,246,Harry Potter
fig-006169,"Cedric Diggory, Long Black Robe over Yellow Shirt",35065,75946-1,Hungarian Horntail Triwizard Challenge,2019,246,Harry Potter,246,Harry Potter
fig-006170,"Fleur Delacour, Tan Jacket with ""FD"" Monogram",35065,75946-1,Hungarian Horntail Triwizard Challenge,2019,246,Harry Potter,246,Harry Potter
fig-006171,"Harry Potter, Tournament Uniform Black and Dark Red with Hogwarts Crest, Medium Legs",35065,75946-1,Hungarian Horntail Triwizard Challenge,2019,246,Harry Potter,246,Harry Potter
fig-006172,"Harry Potter, Open Dark Blue Jacket, Medium Legs",35064,75945-1,Expecto Patronum,2019,246,Harry Potter,246,Harry Potter
fig-006172,"Harry Potter, Open Dark Blue Jacket, Medium Legs",35066,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006172,"Harry Potter, Open Dark Blue Jacket, Medium Legs",35177,75957-1,The Knight Bus,2019,246,Harry Potter,246,Harry Potter
fig-006172,"Harry Potter, Open Dark Blue Jacket, Medium Legs",129827,75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,Harry Potter,246,Harry Potter
fig-006173,"Dementor, Black",25305,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006173,"Dementor, Black",35064,75945-1,Expecto Patronum,2019,246,Harry Potter,246,Harry Potter
fig-006173,"Dementor, Black",133110,76403-1,The Ministry of Magic,2022,246,Harry Potter,246,Harry Potter
fig-006173,"Dementor, Black",144799,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006173,"Dementor, Black",145920,76405-1,Hogwarts Express - Collectors’ Edition,2022,246,Harry Potter,246,Harry Potter
fig-006174,"Sirius Black, Dark Bluish Gray Prison Outfit with Long Jacket",35064,75945-1,Expecto Patronum,2019,246,Harry Potter,246,Harry Potter
fig-006174,"Sirius Black, Dark Bluish Gray Prison Outfit with Long Jacket",103557,9780794448073-1,Harry Potter: Magical Adventures at Hogwarts,2021,497,Books,497,Books
fig-006174,"Sirius Black, Dark Bluish Gray Prison Outfit with Long Jacket",114675,5007367-1,Harry Potter: Magical Secrets,2020,497,Books,497,Books
fig-006175,Godric Gryffindor,26340,71043-1,Hogwarts Castle,2018,246,Harry Potter,246,Harry Potter
fig-006176,Salazar Slytherin,26340,71043-1,Hogwarts Castle,2018,246,Harry Potter,246,Harry Potter
fig-006177,Rowena Ravenclaw,26340,71043-1,Hogwarts Castle,2018,246,Harry Potter,246,Harry Potter
fig-006178,Helga Hufflepuff,26340,71043-1,Hogwarts Castle,2018,246,Harry Potter,246,Harry Potter
fig-006179,"Garrick Ollivander, Hair Swept Back",27294,40289-1,Diagon Alley,2018,246,Harry Potter,246,Harry Potter
fig-006180,"Harry Potter, Dark Blue Jacket with Zipper, Short Legs",25305,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
fig-006180,"Harry Potter, Dark Blue Jacket with Zipper, Short Legs",25694,75950-1,Aragog's Lair,2018,246,Harry Potter,246,Harry Potter
fig-006180,"Harry Potter, Dark Blue Jacket with Zipper, Short Legs",144799,75955-1,Hogwarts Express,2018,246,Harry Potter,246,Harry Potter
